tonal.chords_changes_rate,tonal.chords_histogram.0,tonal.chords_histogram.1,tonal.chords_histogram.10,tonal.chords_histogram.11,tonal.chords_histogram.12,tonal.chords_histogram.13,tonal.chords_histogram.14,tonal.chords_histogram.15,tonal.chords_histogram.16,tonal.chords_histogram.17,tonal.chords_histogram.18,tonal.chords_histogram.19,tonal.chords_histogram.2,tonal.chords_histogram.20,tonal.chords_histogram.21,tonal.chords_histogram.22,tonal.chords_histogram.23,tonal.chords_histogram.3,tonal.chords_histogram.4,tonal.chords_histogram.5,tonal.chords_histogram.6,tonal.chords_histogram.7,tonal.chords_histogram.8,tonal.chords_histogram.9,tonal.chords_key,tonal.chords_number_rate,tonal.chords_scale,tonal.chords_strength.mean,tonal.hpcp.mean.0,tonal.hpcp.mean.1,tonal.hpcp.mean.10,tonal.hpcp.mean.11,tonal.hpcp.mean.12,tonal.hpcp.mean.13,tonal.hpcp.mean.14,tonal.hpcp.mean.15,tonal.hpcp.mean.16,tonal.hpcp.mean.17,tonal.hpcp.mean.18,tonal.hpcp.mean.19,tonal.hpcp.mean.2,tonal.hpcp.mean.20,tonal.hpcp.mean.21,tonal.hpcp.mean.22,tonal.hpcp.mean.23,tonal.hpcp.mean.24,tonal.hpcp.mean.25,tonal.hpcp.mean.26,tonal.hpcp.mean.27,tonal.hpcp.mean.28,tonal.hpcp.mean.29,tonal.hpcp.mean.3,tonal.hpcp.mean.30,tonal.hpcp.mean.31,tonal.hpcp.mean.32,tonal.hpcp.mean.33,tonal.hpcp.mean.34,tonal.hpcp.mean.35,tonal.hpcp.mean.4,tonal.hpcp.mean.5,tonal.hpcp.mean.6,tonal.hpcp.mean.7,tonal.hpcp.mean.8,tonal.hpcp.mean.9,tonal.hpcp_entropy.mean,tonal.key_key,tonal.key_scale,tonal.key_strength,tonal.thpcp.0,tonal.thpcp.1,tonal.thpcp.10,tonal.thpcp.11,tonal.thpcp.12,tonal.thpcp.13,tonal.thpcp.14,tonal.thpcp.15,tonal.thpcp.16,tonal.thpcp.17,tonal.thpcp.18,tonal.thpcp.19,tonal.thpcp.2,tonal.thpcp.20,tonal.thpcp.21,tonal.thpcp.22,tonal.thpcp.23,tonal.thpcp.24,tonal.thpcp.25,tonal.thpcp.26,tonal.thpcp.27,tonal.thpcp.28,tonal.thpcp.29,tonal.thpcp.3,tonal.thpcp.30,tonal.thpcp.31,tonal.thpcp.32,tonal.thpcp.33,tonal.thpcp.34,tonal.thpcp.35,tonal.thpcp.4,tonal.thpcp.5,tonal.thpcp.6,tonal.thpcp.7,tonal.thpcp.8,tonal.thpcp.9,tonal.tuning_diatonic_strength,tonal.tuning_equal_tempered_deviation,tonal.tuning_frequency,tonal.tuning_nontempered_energy_ratio
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043478262,1,0.544185281,0.338065594,0.216335461,0.047368668,0.235683531,0.328958243,0.15818572,0.048069544,0.059675027,0.053570706,0.036886245,0.030988546,0.057615872,0.042061936,0.220396459,0.359551609,0.227491394,0.076484919,0.053359326,0.025757479,0.037602596,0.088604316,0.092039645,0.151532054,0.012023197,0.240492657,0.160770535,0.167877346,0.30323863,0.217259362,0.200572655,0.016333472,0.174979806,0.401318103,0.293153286,0.0658549,0.018058222,1.914495707,1,1,0.696368754,1,0.730476081,0.133486897,0.091912739,0.077216916,0.143566594,0.549181461,0.895926714,0.566860557,0.190584272,0.132960171,0.0641822,0.164096504,0.093697734,0.220783249,0.22934337,0.377585888,0.599256933,0.400606245,0.418314904,0.755606651,0.541364491,0.499784708,0.044997279,0.842388093,0.539062321,0.104809463,0.029959271,0.040699564,0.436012745,0.118032724,0.587273598,0.819694519,0.394165426,0.119779155,0.14869757,0.578804791,0.018097671,439.2381897,0.685526073
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043478262,1,0.512538195,0.262584239,0.159173265,0.056620695,0.26402536,0.360656112,0.20251593,0.085003026,0.063528478,0.049920555,0.032944292,0.027068093,0.056544766,0.04864952,0.199805006,0.310670286,0.203575656,0.080147102,0.055387154,0.027698893,0.039182529,0.098456956,0.102721818,0.151534393,0.02092756,0.240206361,0.154730603,0.145414919,0.279371351,0.21215339,0.190226138,0.026147138,0.171931252,0.391608059,0.313031435,0.106795132,0.036041323,1.98966229,1,1,0.626184046,1,0.799348831,0.127475813,0.084125675,0.06912037,0.144391224,0.510216773,0.793319464,0.519845426,0.204661518,0.141435176,0.070731163,0.272709221,0.100055471,0.251417071,0.262307733,0.386954218,0.613384604,0.395115972,0.371327698,0.713395298,0.541749299,0.485756457,0.092034169,0.670528173,0.406460643,0.124230132,0.053440064,0.066768639,0.439039111,0.144585118,0.674208164,0.920961916,0.517139316,0.217061475,0.16222465,0.5068537,0.088585027,439.2381897,0.726133287
0.043478262,95.6521759,4.347826004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.086956523,1,0.489648491,0.282401502,0.169125915,0.079764783,0.290727705,0.335140586,0.1300295,0.044261284,0.042243097,0.025976401,0.024700921,0.024484696,0.069307089,0.051187556,0.227303505,0.306420594,0.170549795,0.05835462,0.043606147,0.023549147,0.03847149,0.085366286,0.077775054,0.12408758,0.034236986,0.208638281,0.134273797,0.184223294,0.312751055,0.232474267,0.23281765,0.076953962,0.240695596,0.3682428,0.206222907,0.067406043,0.053950973,1.916673064,1,1,0.659384608,1,0.560018837,0.070541501,0.067077808,0.066490628,0.188210309,0.617265284,0.83211565,0.463144958,0.158467785,0.118416838,0.063950054,0.183047831,0.104473166,0.231820658,0.2112059,0.336972177,0.566578031,0.364633858,0.500276685,0.849306643,0.631307006,0.632239521,0.146509245,0.766889393,0.459278256,0.139004901,0.092973948,0.20897615,0.653632879,0.21660921,0.789500058,0.910107613,0.353108048,0.120195925,0.114715338,0.504660904,0.042700235,440.5085754,0.686390519
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043478262,1,0.395985216,0.302491635,0.154484674,0.065651938,0.266754419,0.351271629,0.155092731,0.045059022,0.043079436,0.029431967,0.030030644,0.028660988,0.059418678,0.034193281,0.212282538,0.317411244,0.194569468,0.06406831,0.04452128,0.02617122,0.07091368,0.197506279,0.167111039,0.119071148,0.025503611,0.203592673,0.143483654,0.164141789,0.315380663,0.252160937,0.244382575,0.046361487,0.195924908,0.319251508,0.205711365,0.109669022,0.077860296,1.977554321,1,1,0.696066678,1,0.441517949,0.553900301,0.182389647,0.126743168,0.074504226,0.201877043,0.562260807,0.475731671,0.338971734,0.579587579,0.40846923,0.128274009,0.467278808,0.897825599,0.717851698,0.695708275,0.861133099,0.439786941,0.097341426,0.072603673,0.131981879,0.557758987,0.122638531,0.908845127,0.585619092,0.312205762,0.221652672,0.186897919,0.759396434,0.08378692,0.085491233,0.081592098,0.169153079,0.604325891,0.903606236,0.49023959,0.071486823,439.4919739,0.706769586
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043478262,1,0.573225439,0.354263723,0.236360863,0.042677876,0.228228956,0.459548861,0.306123555,0.075547516,0.049536321,0.038640317,0.02799431,0.030020358,0.046743941,0.053868119,0.176708072,0.325355828,0.243497789,0.086271532,0.052864496,0.03309926,0.022044856,0.097410157,0.118713953,0.103720322,0.026113058,0.202407554,0.177149788,0.14016287,0.318125904,0.302321345,0.242408007,0.03202479,0.12728788,0.279457211,0.207634717,0.071489885,0.056695133,1.960500479,1,1,0.705525696,1,0.666139305,0.529862702,0.187730923,0.115035638,0.072025552,0.047970645,0.211969092,0.258327156,0.225700319,0.440448374,0.385486305,0.16439496,0.30500102,0.692256987,0.657865524,0.527491271,0.770894587,0.514332414,0.117219567,0.056823246,0.069687456,0.276984423,0.107793368,0.608112097,0.451822937,0.155565366,0.123371288,0.092869073,0.496636987,0.084083155,0.060916942,0.065325715,0.101717018,0.38452509,0.707989633,0.522173107,0.103835307,437.4657898,0.73846364
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043478262,1,0.51229912,0.32711944,0.164492697,0.066821732,0.307215452,0.401466548,0.181168512,0.062395956,0.050270732,0.033554822,0.030165069,0.027890226,0.075617276,0.034087647,0.251277149,0.334720582,0.182040468,0.067496881,0.053777415,0.02331808,0.043064829,0.115896814,0.111774094,0.168475837,0.024304235,0.257490933,0.166348502,0.21465306,0.338056475,0.264628112,0.284602404,0.053873807,0.195935354,0.274036825,0.144863397,0.066191368,0.053196058,1.85639751,1,1,0.668725669,1,0.451266766,0.453438699,0.168125793,0.133952424,0.058082249,0.107268788,0.288683623,0.278414458,0.419651002,0.64137584,0.414352089,0.155420065,0.53467232,0.84205389,0.659153581,0.708906889,0.81481117,0.409729511,0.084907815,0.060538631,0.134192511,0.488049001,0.125217736,0.682589412,0.360835522,0.164873928,0.132504329,0.166444078,0.76523298,0.083580621,0.075137191,0.06947086,0.188352615,0.625898123,0.833744645,0.485433728,0.072693206,440.5085754,0.719720185
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043478262,1,0.60627985,0.376649618,0.241876289,0.040172376,0.208861917,0.365031987,0.219466463,0.067631699,0.066701077,0.078849919,0.05511453,0.038446773,0.103937432,0.053585302,0.25271979,0.321276069,0.197636724,0.068594806,0.038720418,0.020128898,0.024548862,0.100110874,0.11676611,0.145538419,0.023157518,0.21513024,0.128152728,0.102979653,0.209239841,0.212686375,0.260705292,0.032363258,0.132493407,0.2272892,0.142283663,0.064635061,0.058204196,1.875260592,1,1,0.77493304,1,0.642178535,0.106657155,0.554525793,0.969155312,0.582680702,0.179561317,0.177090526,0.209345549,0.14632839,0.102075696,0.275952578,0.1422683,0.670967877,0.852983952,0.524722993,0.182118341,0.102802224,0.053441972,0.065176919,0.265793115,0.310012549,0.386402667,0.061482921,0.571168065,0.340243876,0.273409694,0.555529118,0.564679623,0.692169249,0.085924044,0.351768315,0.603449941,0.377761334,0.171605274,0.154531404,0.549432695,0.11625687,438.4777222,0.712868035
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.043478262,1,0.580523968,0.399870902,0.137406632,0.097240157,0.320555747,0.313457489,0.107824542,0.12523742,0.194568947,0.112043142,0.031518973,0.046285734,0.084111765,0.025023829,0.184748918,0.223346516,0.132508487,0.090513133,0.056923877,0.014418562,0.06900961,0.118678965,0.11564748,0.197471708,0.023825526,0.191918939,0.084048301,0.156644687,0.202685684,0.209154397,0.411803424,0.07098531,0.200232878,0.199556023,0.087755024,0.064793356,0.040283285,1.966270089,1,1,0.659893215,1,0.971023738,0.097821638,0.236132458,0.778419316,0.761182308,0.261834979,0.304119438,0.472480148,0.2720792,0.076538883,0.112397641,0.333670437,0.204252228,0.44863376,0.542361975,0.321776062,0.219796941,0.138230711,0.035013214,0.16757901,0.288193256,0.280831754,0.060766444,0.479529053,0.466045022,0.204098105,0.380387038,0.492190391,0.507898629,0.057856552,0.172376692,0.486234128,0.484590501,0.213099301,0.157340497,0.486349195,0.170323834,443.0604248,0.865028977
0.043478262,0,4.347826004,0,0,0,0,0,0,0,0,0,0,95.6521759,0,0,0,0,0,0,0,0,0,0,0,12,0.086956523,1,0.491746664,0.462603956,0.155157343,0.154276878,0.372836441,0.319367439,0.107624196,0.172022685,0.240925729,0.117608123,0.030090451,0.024769757,0.072873242,0.026464988,0.149702221,0.136175081,0.071446411,0.045593064,0.030110557,0.014895981,0.071782455,0.114917144,0.115827382,0.205304831,0.02474835,0.188834459,0.091954261,0.185660273,0.223051935,0.224693969,0.469147235,0.07707046,0.205007195,0.192349449,0.081821211,0.065999769,0.058467481,1.958768487,5,1,0.679780602,1,0.986052811,0.124625012,0.328845322,0.794710934,0.680740297,0.229403883,0.366670996,0.513539672,0.250684887,0.064138606,0.052797407,0.330722064,0.155331284,0.31909433,0.290260851,0.152289957,0.097182848,0.064181462,0.031751186,0.153006241,0.244948998,0.246889189,0.056410834,0.437612802,0.402505755,0.19600299,0.395739883,0.475441217,0.478941262,0.052751776,0.164277762,0.43697837,0.409998029,0.174404114,0.140680283,0.52446419,0.167184666,443.5725708,0.881891668
0.043478262,4.347826004,95.6521759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.086956523,0,0.423174143,0.610686183,0.315484285,0.044563666,0.206058294,0.346017092,0.214622021,0.177698717,0.306447595,0.220667154,0.06590347,0.033937965,0.022786809,0.055214554,0.076740444,0.133888021,0.095990613,0.057861172,0.049375404,0.025294442,0.04291895,0.120909773,0.118798688,0.15548113,0.029213917,0.215910807,0.108953401,0.09495908,0.193892688,0.227951676,0.450173289,0.040369321,0.145009756,0.214745045,0.131830573,0.086796112,0.069530837,1.799648643,6,1,0.785280764,1,0.516606212,0.072973102,0.337420911,0.56660378,0.351444036,0.290982038,0.501808643,0.361342967,0.107917078,0.055573493,0.03731345,0.090413958,0.125662655,0.219241932,0.157184839,0.094747797,0.080852337,0.041419704,0.070279881,0.19799003,0.194533125,0.254600704,0.047837853,0.353554428,0.178411439,0.155495703,0.317499727,0.373271376,0.737159789,0.066104852,0.237453803,0.351645499,0.215872854,0.142128825,0.113856904,0.626518488,0.032425415,439.7459106,0.66413945
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.521780193,0.478010952,0.607051671,0.046935081,0.049251102,0.217274413,0.295301288,0.163676813,0.213770494,0.366249651,0.246541515,0.063833416,0.023491455,0.27174902,0.020067042,0.058150269,0.087253429,0.064677566,0.044632114,0.031239128,0.01586687,0.063935041,0.136604548,0.125567481,0.041776907,0.156801566,0.170046315,0.074501842,0.075423799,0.127206579,0.179421201,0.024401229,0.04624005,0.134495825,0.162986979,0.093821228,0.068509363,1.768765211,6,1,0.823896885,1,0.44765386,0.081131645,0.357917488,0.486451656,0.269625843,0.352145463,0.603325307,0.40612936,0.105153181,0.038697619,0.033056565,0.068819359,0.095791303,0.143733114,0.106543757,0.073522761,0.051460411,0.026137594,0.105320595,0.225029528,0.2068481,0.258300185,0.040196296,0.280118346,0.122727349,0.124246098,0.20954819,0.295561671,0.787430406,0.076171525,0.221555814,0.26848948,0.154552296,0.112855896,0.077316456,0.660451233,0.276857644,432.940918,0.976623356
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.494606137,0.487002909,0.369663984,0.030043721,0.119933739,0.275873154,0.220937833,0.168781504,0.402118236,0.386285365,0.112556301,0.021341436,0.015420991,0.1173051,0.030766627,0.059490182,0.052494735,0.037190385,0.036474258,0.023716018,0.037197076,0.133573145,0.144867927,0.122918636,0.065293252,0.148872674,0.077386491,0.045120649,0.091982737,0.13095057,0.267975718,0.033730112,0.052129164,0.078260526,0.065485738,0.074155934,0.061751787,1.663428307,6,1,0.817552984,1,0.759059072,0.061691049,0.246269047,0.566471279,0.453668416,0.346571863,0.825699866,0.793189049,0.231120393,0.043821987,0.03166509,0.240871459,0.063175447,0.122155704,0.107791416,0.076365836,0.07489536,0.048697896,0.076379575,0.274275869,0.297468305,0.252398163,0.134071589,0.30569154,0.158903554,0.092649654,0.188875124,0.268890738,0.550254881,0.069260597,0.107040763,0.160698265,0.134466827,0.152270004,0.126799628,0.648820698,0.108314924,437.4657898,0.746849775
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.626422405,0.552383602,0.269126445,0.028540745,0.18225871,0.316340894,0.206258148,0.273148924,0.472568721,0.297630191,0.055264857,0.015964178,0.016548008,0.056338813,0.031002257,0.036375601,0.026551716,0.027694866,0.0279855,0.019384159,0.084643431,0.168346062,0.120084383,0.110393159,0.018397646,0.107941635,0.032409437,0.032839753,0.085715935,0.165292069,0.431891114,0.025986744,0.072041191,0.077518441,0.041439358,0.024597347,0.018677168,1.604953408,6,1,0.855985701,1,0.48720932,0.051668342,0.329949528,0.572683334,0.373396575,0.494491369,0.855508208,0.53881067,0.100047968,0.028900528,0.029957457,0.10199219,0.056124505,0.065852068,0.048067532,0.050137017,0.050663162,0.035091843,0.153233066,0.304762959,0.2173931,0.199848726,0.033305924,0.195410639,0.058671974,0.059450991,0.155174658,0.299234211,0.7818681,0.047044743,0.130418777,0.140334442,0.075019166,0.044529464,0.033811953,0.697349906,0.051344644,440.7631226,0.674778998
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.642176867,0.538358629,0.292372465,0.027807979,0.152721882,0.252704054,0.177894607,0.32011956,0.526700199,0.314839393,0.059471212,0.015918342,0.013779737,0.076441482,0.027405158,0.029030383,0.017335221,0.023313405,0.027733387,0.021627987,0.106148034,0.19158712,0.121573292,0.129109949,0.02948869,0.159952894,0.061570052,0.024080632,0.050831754,0.11471571,0.386941701,0.038686622,0.087749854,0.089865334,0.046641406,0.027945364,0.020798694,1.62102592,6,1,0.871344686,1,0.543081224,0.051653262,0.283680558,0.469397247,0.330438852,0.59462142,0.9783445,0.584813476,0.11046765,0.029568287,0.025595833,0.141989887,0.050905023,0.053923875,0.032200135,0.0433046,0.051514708,0.04017394,0.197169751,0.355872661,0.225822136,0.239821449,0.054775178,0.297112167,0.114366241,0.044729725,0.094419874,0.213084191,0.718743384,0.071860321,0.16299516,0.16692467,0.086636312,0.051908452,0.038633529,0.726593018,0.060562067,440.7631226,0.705785394
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.63061142,0.589040697,0.388047218,0.017123757,0.182210222,0.348530799,0.245367631,0.303325474,0.536739588,0.374145389,0.078652285,0.00989437,0.01144495,0.111104272,0.030175852,0.040125448,0.023767352,0.025247606,0.032672655,0.029362166,0.111148931,0.171115682,0.09311115,0.117587753,0.030397726,0.145965382,0.052826844,0.031756453,0.068967342,0.114687867,0.359276474,0.013521207,0.024077032,0.040706843,0.038270928,0.026262397,0.017224094,1.540121198,6,1,0.85508436,1,0.65877831,0.029070584,0.309333831,0.591692209,0.41655463,0.514948249,0.911209702,0.635177493,0.133526057,0.016797431,0.019429812,0.188619003,0.051228806,0.068119995,0.040349253,0.042862244,0.055467568,0.049847431,0.18869482,0.290498912,0.158072531,0.19962585,0.051605478,0.24780187,0.08968284,0.053912155,0.117084175,0.194702789,0.609934866,0.022954624,0.040874988,0.069107011,0.064971618,0.044585031,0.029240923,0.719545364,0.0682059,439.4919739,0.696715772
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.704168737,0.599364102,0.241936043,0.042396329,0.223090962,0.303186506,0.203183487,0.405266017,0.527904987,0.232278839,0.027067814,0.006105678,0.016615469,0.039166771,0.029903121,0.02545266,0.018734576,0.027932994,0.02462521,0.031544246,0.174839988,0.245423809,0.132448122,0.115317822,0.011272801,0.098158896,0.056531645,0.061113659,0.0637234,0.178836629,0.52823174,0.013174305,0.023947509,0.019407893,0.016629903,0.02043617,0.013635659,1.822482586,6,1,0.838611841,1,0.403654546,0.070735514,0.372212738,0.505846977,0.338998437,0.676159978,0.880775094,0.387542129,0.045160886,0.010186926,0.027721828,0.06534721,0.049891412,0.042466108,0.031257421,0.046604384,0.04108556,0.052629523,0.291709155,0.409473658,0.220981076,0.192400277,0.018807935,0.163771734,0.094319373,0.101964161,0.106318347,0.298377275,0.881320298,0.02198047,0.03995486,0.032380804,0.02774591,0.03409642,0.02275021,0.717673004,0.132050887,443.0604248,0.79723978
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.743648887,0.562113166,0.391549945,0.042056918,0.103616364,0.237796292,0.267811209,0.304847211,0.518938661,0.412265956,0.102374583,0.008676231,0.008867048,0.097600624,0.015392015,0.035547253,0.058970328,0.047288381,0.0218555,0.014134817,0.094742037,0.25374648,0.199989051,0.075446792,0.019574074,0.102300666,0.074649476,0.01986705,0.021067604,0.060269792,0.301683486,0.012372302,0.018090343,0.019059837,0.014432443,0.020226305,0.021582227,1.668643594,6,1,0.866052508,1,0.696567833,0.074819311,0.184333637,0.423039883,0.476436466,0.54232353,0.923192501,0.733421624,0.18212451,0.015435025,0.015774488,0.173631623,0.027382413,0.063238606,0.104908288,0.084126085,0.038880959,0.025145857,0.1685462,0.4514153,0.355780751,0.13421993,0.0348223,0.181993008,0.132801503,0.035343505,0.037479293,0.107220031,0.536695302,0.022010339,0.032182742,0.033907473,0.025675334,0.03598262,0.038394809,0.753773451,0.148159921,438.7310486,0.741617084
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.043478262,1,0.741085291,0.156944081,0.035620682,0.16324392,0.233205512,0.288625479,0.582438469,0.543609381,0.175320789,0.057387549,0.05320378,0.031457711,0.019190792,0.014088832,0.017251521,0.016700119,0.019120628,0.014286088,0.065904096,0.238239288,0.237989366,0.089698657,0.064004682,0.042114824,0.01332598,0.011004454,0.012709567,0.032154441,0.209773853,0.552160323,0.497425467,0.016271047,0.013373401,0.020572316,0.021397874,0.009856291,0.03362105,1.56671679,5,1,0.792337716,1,0.933333576,0.024528064,0.113152035,0.409037679,0.408608586,0.154005378,0.109890893,0.072307765,0.018893763,0.021821305,0.055206589,0.301011682,0.360164821,0.948014855,0.85403949,0.26946035,0.061157845,0.02418939,0.022879636,0.027936079,0.022961054,0.035321012,0.098529808,0.036738429,0.016922459,0.05772464,0.280276686,0.400395095,0.495546728,0.091346614,0.054010358,0.032949045,0.029619474,0.02867276,0.032828581,0.71892786,0.453469485,453.9406128,0.994135201
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.773599803,0.532922387,0.223224103,0.020200267,0.142138362,0.250297368,0.266765356,0.51312232,0.56598562,0.226344705,0.036135748,0.006793614,0.011290488,0.048528567,0.0195099,0.017584495,0.013655007,0.018320108,0.014591182,0.068418533,0.259045959,0.291687667,0.118043467,0.058025278,0.016663712,0.050430246,0.018063199,0.011955834,0.021873858,0.12712571,0.458878547,0.013662715,0.016102627,0.012291647,0.016957503,0.018401194,0.008806919,1.704839826,6,1,0.83607465,1,0.399912477,0.120883875,0.457690001,0.515362322,0.208562657,0.102520764,0.089101635,0.031914588,0.021123918,0.038647372,0.224609435,0.063845702,0.810760081,0.941582918,0.394398898,0.085741699,0.029441934,0.024139687,0.028450593,0.021717243,0.029961014,0.032511771,0.012003155,0.015560322,0.035690427,0.251134217,0.442232728,0.471328855,0.906599581,0.019948365,0.034470666,0.031068802,0.024126066,0.032368504,0.025780128,0.734124184,0.129068568,443.0604248,0.821729779
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.758760095,0.509343922,0.217512891,0.0280599,0.161050797,0.264444053,0.27193445,0.49702546,0.570228636,0.2447211,0.034219798,0.01211971,0.01441012,0.048779305,0.02324233,0.022787096,0.013574985,0.014289614,0.011375345,0.05711418,0.267029613,0.332845867,0.14064467,0.060442332,0.021667661,0.056101631,0.030391576,0.029137896,0.027652781,0.115668327,0.42926681,0.015983814,0.015173213,0.013007367,0.020475892,0.01993414,0.008729825,1.775285482,6,1,0.833764017,1,0.429163128,0.100160137,0.468285173,0.583705962,0.246646106,0.105996661,0.098384447,0.053297177,0.051098619,0.048494201,0.202845529,0.06001066,0.752797723,0.893227518,0.381448567,0.085543416,0.037998199,0.028030535,0.026608998,0.022810793,0.035908215,0.034958154,0.021254124,0.015309341,0.049208157,0.28243196,0.463750929,0.47688669,0.871624887,0.025270777,0.040759668,0.039961331,0.023806214,0.025059447,0.019948745,0.730357468,0.135113209,443.0604248,0.80186975
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.7545349,0.488409132,0.192718506,0.026875485,0.160755828,0.241604701,0.216903731,0.497528642,0.619447291,0.25984785,0.028158154,0.005242653,0.011582137,0.045206081,0.020858504,0.01798475,0.012351544,0.015116208,0.012459231,0.082857549,0.317194819,0.345723271,0.130650714,0.059529968,0.020886837,0.063973673,0.048277326,0.030201225,0.016487682,0.122269236,0.441982269,0.014676541,0.012691153,0.009716867,0.014432493,0.014511152,0.008042898,1.808833957,6,1,0.810787618,1,0.419483393,0.133760452,0.512061059,0.558115721,0.210914984,0.096101746,0.103275411,0.077936135,0.048755117,0.026616763,0.197384402,0.045456901,0.713510692,0.788459539,0.311113656,0.072978094,0.033718504,0.023692962,0.020487865,0.01568635,0.023298984,0.023425968,0.008463437,0.012983991,0.043386232,0.259514928,0.390032709,0.350156873,0.803181589,0.018697534,0.033672765,0.029033544,0.01993962,0.024402736,0.020113464,0.710561454,0.121724218,443.8288879,0.825386643
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.043478262,1,0.783624291,0.359067708,0.118672766,0.061588198,0.21079661,0.22602202,0.260790527,0.555474877,0.471303821,0.113362782,0.011385196,0.028053455,0.068123661,0.032712668,0.069754623,0.028299624,0.013811046,0.047528304,0.070348971,0.153755769,0.347689629,0.289666027,0.096686728,0.064641871,0.017930616,0.039524991,0.015495154,0.018754531,0.026573315,0.170171797,0.418887168,0.015147612,0.013593972,0.016899705,0.017766368,0.012614443,0.012475011,1.672729969,5,1,0.79971385,1,0.848470092,0.126646534,0.276800573,0.625932217,0.5214746,0.174061388,0.116372265,0.071155317,0.027895328,0.033763058,0.047838915,0.204082638,0.306353718,0.754106402,0.64641577,0.213642001,0.058891356,0.032279797,0.027269663,0.024472702,0.030423887,0.031984106,0.020496329,0.022709295,0.022458281,0.110874854,0.379489005,0.406898737,0.469491124,0.050503552,0.122640401,0.125576556,0.050946724,0.024863495,0.085563377,0.712580919,0.219733641,446.6578369,0.940594077
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.043478262,1,0.736209929,0.399005055,0.302971035,0.038169194,0.077624194,0.2207634,0.207598299,0.255586505,0.484967351,0.348632783,0.064050801,0.003725305,0.005927536,0.090811566,0.062653296,0.141719088,0.091407992,0.013805032,0.008709901,0.033759724,0.195374116,0.389262766,0.285915762,0.117495559,0.035634357,0.098840155,0.049787492,0.015919104,0.022848757,0.064895652,0.213557154,0.017275233,0.013901629,0.018534977,0.032167505,0.063663252,0.072805054,1.638039589,6,1,0.83877033,1,0.718878865,0.069612361,0.402860343,0.802657664,0.589556694,0.242275193,0.203807861,0.102661535,0.032825105,0.047114011,0.133814484,0.132072404,0.440353662,0.822746217,0.624724627,0.187252954,0.073477849,0.035621434,0.028665081,0.03821902,0.066329218,0.13127327,0.007681559,0.150123626,0.07870467,0.160060659,0.455212921,0.428066552,0.527017951,0.012222547,0.129190743,0.29222399,0.188482776,0.028465899,0.017959768,0.690041244,0.109824575,439.4919739,0.71205163
